l_QA_41.dot	C	17	16	45,41	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8|41:F61:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_42.dot	C	17	16	45,42	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8|42:F63:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_43.dot	C	17	16	45,43	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|43:F64:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_44.dot	C	17	16	45,44	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|44:63-65:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_45.dot	C	17	16	45,45	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|45:64-66:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_46.dot	C	17	16	45,46	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|46:66-68:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_47.dot	C	17	16	45,47	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|47:8-66:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_48.dot	C	17	16	45,48	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|48:8-68:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QA_49.dot	C	17	16	45,49	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|49:8-69:0:0:2:0:2:0:0:0:0:0:0:0:0:2
l_QB_41.dot	C	17	16	45,41	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8|41:F61:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_42.dot	C	18	16	45,42	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8|42:F63:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_43.dot	C	18	16	45,43	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|43:F64:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_44.dot	C	18	16	45,44	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|44:63-65:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_45.dot	C	18	16	45,45	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|45:64-66:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_46.dot	C	18	16	45,46	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|46:66-68:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QB_47.dot	C	18	16	45,47	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|47:8-66:0:0:1:0:2:0:0:0:0:0:0:0:0:2
l_QC_38.dot	C	18	16	45,40	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|40:F60:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_39.dot	C	18	16	45,41	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|41:F61:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_40.dot	C	18	16	45,42	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|42:F63:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_41.dot	C	18	16	45,43	45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8|43:F64:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_42.dot	C	18	16	45,44	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|44:F66:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_43.dot	C	18	16	45,45	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|45:F67:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_44.dot	C	18	16	45,46	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|46:66-68:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_45.dot	C	18	16	45,47	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|47:67-69:2:2:1:0:1:0:0:4:3:4:0:3:4:1
l_QC_46.dot	C	18	16	45,48	45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8|48:69-71:2:2:1:0:1:0:0:4:3:4:0:3:4:1
